timestamp,stockMarket,pair,side,price,liquidity
2025-05-30T12:34:02.193Z,Bybit,SOL/USDC,buy,163.25,37141.34888
2025-05-30T12:34:06.611Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:09.192Z,Bybit,SOL/USDC,buy,163.21,38141.01013
2025-05-30T12:34:12.135Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:17.122Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:22.115Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:22.191Z,Bybit,SOL/USDC,buy,163.21,38141.01013
2025-05-30T12:34:27.149Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:32.297Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:37.602Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:42.192Z,Bybit,SOL/USDC,buy,163.2,38172.83413
2025-05-30T12:34:42.670Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:47.778Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:52.821Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:57.846Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:01.213Z,Bybit,SOL/USDC,buy,163.2,38172.83413
2025-05-30T12:35:01.213Z,Bybit,SOL/USDC,buy,163.1,6449.6264
2025-05-30T12:35:03.024Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:08.120Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:13.167Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:18.212Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:22.200Z,Bybit,SOL/USDC,buy,163.1,6449.6264
2025-05-30T12:35:23.239Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:28.239Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:33.285Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:38.299Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:43.342Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:45.198Z,Bybit,SOL/USDC,buy,163.1,7367.7163
2025-05-30T12:35:48.462Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:53.587Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:35:58.609Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:04.253Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:09.183Z,Bybit,SOL/USDC,buy,163.08,7428.38206
2025-05-30T12:36:09.276Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:14.289Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:19.465Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:22.183Z,Bybit,SOL/USDC,buy,163.08,7428.38206
2025-05-30T12:36:24.494Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:29.536Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:34.561Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:39.581Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:44.578Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:49.627Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:54.769Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:36:59.799Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:04.879Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:09.885Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:14.927Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:19.985Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:20.193Z,Bybit,SOL/USDC,buy,162.93,7431.15187
2025-05-30T12:37:22.195Z,Bybit,SOL/USDC,buy,162.93,7431.15187
2025-05-30T12:37:24.993Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:30.016Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:35.012Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:40.087Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:45.126Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:50.201Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:37:53.193Z,Bybit,SOL/USDC,buy,163,11729.38739
2025-05-30T12:37:55.218Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:00.265Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:05.397Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:07.180Z,Bybit,SOL/USDC,buy,162.81,27856.33698
2025-05-30T12:38:10.451Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:15.483Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:20.179Z,Bybit,SOL/USDC,buy,162.79,31259.66887
2025-05-30T12:38:20.657Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:22.180Z,Bybit,SOL/USDC,buy,162.79,31259.66887
2025-05-30T12:38:25.957Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:29.178Z,Bybit,SOL/USDC,buy,162.87,32331.02773
2025-05-30T12:38:30.968Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:35.959Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:40.179Z,Bybit,SOL/USDC,buy,162.88,32531.04437
2025-05-30T12:38:40.959Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:46.042Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:51.097Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:38:56.108Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:01.130Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:06.202Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:11.223Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:16.258Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:21.300Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:22.181Z,Bybit,SOL/USDC,buy,162.88,32531.04437
2025-05-30T12:39:26.289Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:31.340Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:36.375Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:38.182Z,Bybit,SOL/USDC,buy,162.88,35107.43401
2025-05-30T12:39:41.538Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:46.552Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:51.603Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:39:56.609Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:01.181Z,Bybit,SOL/USDC,buy,162.88,35107.43401
2025-05-30T12:40:01.691Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:06.856Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:11.903Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:16.963Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:22.019Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:27.052Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:28.190Z,Bybit,SOL/USDC,buy,162.91,1026.82173
2025-05-30T12:40:32.092Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:37.096Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:42.181Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:47.179Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:52.229Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:40:57.238Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:02.280Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:07.334Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:12.418Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:17.432Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:22.187Z,Bybit,SOL/USDC,buy,162.91,1026.82173
2025-05-30T12:41:22.772Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:27.801Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:32.912Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:38.003Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:42.995Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:48.001Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:41:53.171Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
