timestamp,stockMarket,category,pair,price
2025-05-28T09:06:51.235Z,Bybit,spot,SEIUSDT,
2025-05-28T09:06:51.235Z,Bybit,spot,CYBERUSDT,
2025-05-28T09:06:51.235Z,Bybit,spot,ORDIUSDT,
2025-05-28T09:06:51.235Z,Bybit,spot,KAVAUSDT,
2025-05-28T09:06:51.235Z,Bybit,spot,PYUSDUSDT,
2025-05-28T09:06:51.235Z,Bybit,spot,SOLEUR,
2025-05-28T09:06:51.235Z,Bybit,spot,USDCEUR,
2025-05-28T09:06:51.235Z,Bybit,spot,ADAEUR,
2025-05-28T09:06:51.235Z,Bybit,spot,DOGEEUR,
2025-05-28T09:06:51.235Z,Bybit,spot,LTCEUR,
2025-05-28T09:06:51.235Z,Bybit,spot,XRPEUR,
2025-05-28T09:06:51.235Z,Bybit,spot,ETHEUR,
2025-05-28T09:06:51.236Z,Bybit,spot,BTCEUR,
2025-05-28T09:06:51.236Z,Bybit,spot,KASUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,FETUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,LEVERUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,ZTXUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,JEFFUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,PPTUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,TUSDUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,BEAMUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,POLUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,TIAUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,TOKENUSDT,
2025-05-28T09:06:51.236Z,Bybit,spot,MEMEUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,SHRAPUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,RPKUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,FLIPUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,VRTXUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,ROOTUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,PYTHUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,KUBUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,5IREUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,KCSUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,VANRYUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,INSPUSDT,
2025-05-28T09:06:51.237Z,Bybit,spot,JTOUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,METHUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,METHETH,
2025-05-28T09:06:51.238Z,Bybit,spot,CBKUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,ZIGUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,VPRUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,TRCUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,SEIUSDC,
2025-05-28T09:06:51.238Z,Bybit,spot,FMCUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,MYRIAUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,AKIUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,MBOXUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,ARTYUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,COQUSDT,
2025-05-28T09:06:51.238Z,Bybit,spot,AIOZUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,VICUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,RATSUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,SATSUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,PORT3USDT,
2025-05-28T09:06:51.239Z,Bybit,spot,XAIUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,ONDOUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,FARUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,SQRUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,DUELUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,APPUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,SAROSUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,USDYUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,MANTAUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,MYROUSDT,
2025-05-28T09:06:51.239Z,Bybit,spot,GTAIUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,DMAILUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,AFGUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,DYMUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,ZETAUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,JUPUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,DEFIUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,FIREUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,MAVIAUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,PURSEUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,BCUTUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,ALTUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,HTXUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,CSPRUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,STRKUSDC,
2025-05-28T09:06:51.240Z,Bybit,spot,STRKUSDT,
2025-05-28T09:06:51.240Z,Bybit,spot,CPOOLUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,QORPOUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,SQTUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,PORTALUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,AEGUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,SCAUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,AEVOUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,NIBIUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,STARUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,BOMEUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,VENOMUSDT,
2025-05-28T09:06:51.241Z,Bybit,spot,ZKJUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,ETHFIUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,WEETHETH,
2025-05-28T09:06:51.242Z,Bybit,spot,NAKAUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,APRSUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,WENUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,BRAWLUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,DEGENUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,ENAUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,USDEUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,VELARUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,XARUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,WUSDT,
2025-05-28T09:06:51.242Z,Bybit,spot,MOJOUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,G3USDT,
2025-05-28T09:06:51.243Z,Bybit,spot,ESEUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,TNSRUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,MASAUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,FOXYUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,PRCLUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,MSTARUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,OMNIUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,BRETTUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,MEWUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,MERLUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,PBUXUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,EXVGUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,LLUSDT,
2025-05-28T09:06:51.243Z,Bybit,spot,SAFEUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,WIFUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,GUMMYUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,SVLUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,KMNOUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,ZENTUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,TAIUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,MODEUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,SPECUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,GALAXISUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,ZEROUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,LFTUSDT,
2025-05-28T09:06:51.244Z,Bybit,spot,PONKEUSDT,
2025-05-28T09:06:51.245Z,Bybit,spot,BBUSDT,
2025-05-28T09:06:51.245Z,Bybit,spot,CTAUSDT,
2025-05-28T09:06:51.245Z,Bybit,spot,NOTUSDT,
2025-05-28T09:06:51.245Z,Bybit,spot,NLKUSDT,
2025-05-28T09:06:51.245Z,Bybit,spot,DRIFTUSDT,
2025-05-28T09:06:51.245Z,Bybit,spot,SQDUSDT,
